step,r,phi,dphi,dV,dr,truncation_error,friction
604,1.97775e+008,142.622,-8.70173e-026,0,1.97775e+007,1.21735e-030,-1.31995e-033
605,2.17552e+008,142.622,-6.53775e-026,0,2.17552e+007,9.14613e-031,-9.01542e-034
606,2.39307e+008,142.622,-4.91191e-026,0,2.39307e+007,6.87163e-031,-6.15766e-034
607,2.63238e+008,142.622,-3.6904e-026,0,2.63238e+007,5.16276e-031,-4.20577e-034
608,2.89562e+008,142.622,-2.77265e-026,0,2.89562e+007,3.87886e-031,-2.8726e-034
609,3.18518e+008,142.622,-2.08314e-026,0,3.18518e+007,2.91425e-031,-1.96203e-034
610,3.5037e+008,142.622,-1.56509e-026,0,3.5037e+007,2.18952e-031,-1.34009e-034
611,3.85407e+008,142.622,-1.17588e-026,0,3.85407e+007,1.64502e-031,-9.15302e-035
612,4.23948e+008,142.622,-8.83456e-027,0,4.23948e+007,1.23593e-031,-6.25164e-035
613,4.66342e+008,142.622,-6.63754e-027,0,4.66342e+007,9.28574e-032,-4.26996e-035
614,5.12977e+008,142.622,-4.98689e-027,0,5.12977e+007,6.97652e-032,-2.91644e-035
615,5.64274e+008,142.622,-3.74673e-027,0,5.64274e+007,5.24157e-032,-1.99197e-035
616,6.20702e+008,142.622,-2.81498e-027,0,6.20702e+007,3.93807e-032,-1.36055e-035
617,6.82772e+008,142.622,-2.11494e-027,0,6.82772e+007,2.95874e-032,-9.29272e-036
618,7.51049e+008,142.622,-1.58898e-027,0,7.51049e+007,2.22295e-032,-6.34706e-036
619,8.26154e+008,142.622,-1.19383e-027,0,8.26154e+007,1.67013e-032,-4.33513e-036
620,9.0877e+008,142.622,-8.96942e-028,0,9.0877e+007,1.2548e-032,-2.96096e-036
621,9.99646e+008,142.622,-6.73887e-028,0,9.99646e+007,9.42749e-033,-2.02237e-036
622,1.09961e+009,142.622,-5.06302e-028,0,1.09961e+008,7.08302e-033,-1.38131e-036
623,1.20957e+009,142.622,-3.80392e-028,0,1.20957e+008,5.32158e-033,-9.43455e-037
624,1.33053e+009,142.622,-2.85795e-028,0,1.33053e+008,3.99819e-033,-6.44393e-037
625,1.46358e+009,142.622,-2.14722e-028,0,1.46358e+008,3.0039e-033,-4.4013e-037
626,1.60994e+009,142.622,-1.61324e-028,0,1.60994e+008,2.25688e-033,-3.00615e-037
627,1.77093e+009,142.622,-1.21205e-028,0,1.77093e+008,1.69563e-033,-2.05324e-037
628,1.94803e+009,142.622,-9.10634e-029,0,1.94803e+008,1.27395e-033,-1.40239e-037
629,2.14283e+009,142.622,-6.84173e-029,0,2.14283e+008,9.5714e-034,-9.57855e-038
630,2.35711e+009,142.622,-5.1403e-029,0,2.35711e+008,7.19114e-034,-6.54228e-038
631,2.59283e+009,142.622,-3.86199e-029,0,2.59283e+008,5.40282e-034,-4.46847e-038
632,2.85211e+009,142.622,-2.90157e-029,0,2.85211e+008,4.05922e-034,-3.05203e-038
633,3.13732e+009,142.622,-2.18e-029,0,3.13732e+008,3.04976e-034,-2.08458e-038
634,3.45105e+009,142.622,-1.63787e-029,0,3.45105e+008,2.29133e-034,-1.4238e-038
635,3.79616e+009,142.622,-1.23055e-029,0,3.79616e+008,1.72151e-034,-9.72474e-039
636,4.17577e+009,142.622,-9.24535e-030,0,4.17577e+008,1.2934e-034,-6.64214e-039
637,4.59335e+009,142.622,-6.94617e-030,0,4.59335e+008,9.71751e-035,-4.53667e-039
638,5.05268e+009,142.622,-5.21877e-030,0,5.05268e+008,7.30091e-035,-3.09861e-039
639,5.55795e+009,142.622,-3.92094e-030,0,5.55795e+008,5.48529e-035,-2.1164e-039
640,6.11375e+009,142.622,-2.94587e-030,0,6.11375e+008,4.12118e-035,-1.44553e-039
641,6.72512e+009,142.622,-2.21327e-030,0,6.72512e+008,3.09631e-035,-9.87317e-040
642,7.39763e+009,142.622,-1.66287e-030,0,7.39763e+008,2.32631e-035,-6.74351e-040
643,8.1374e+009,142.622,-1.24934e-030,0,8.1374e+008,1.74779e-035,-4.60592e-040
644,8.95114e+009,142.622,-9.38648e-031,0,8.95114e+008,1.31314e-035,-3.14591e-040
645,9.84625e+009,142.622,-7.05221e-031,0,9.84625e+008,9.86584e-036,-2.1487e-040
646,1.08309e+010,142.622,-5.29843e-031,0,1.08309e+009,7.41236e-036,-1.46759e-040
647,1.1914e+010,142.622,-3.9808e-031,0,1.1914e+009,5.56902e-036,-1.00239e-040
648,1.31054e+010,142.622,-2.99083e-031,0,1.31054e+009,4.18409e-036,-6.84644e-041
649,1.44159e+010,142.622,-2.24706e-031,0,1.44159e+009,3.14358e-036,-4.67621e-041
650,1.58575e+010,142.622,-1.68825e-031,0,1.58575e+009,2.36182e-036,-3.19392e-041
651,1.74432e+010,142.622,-1.26841e-031,0,1.74432e+009,1.77447e-036,-2.18149e-041
652,1.91876e+010,142.622,-9.52976e-032,0,1.91876e+009,1.33319e-036,-1.48999e-041
653,2.11063e+010,142.622,-7.15986e-032,0,2.11063e+009,1.00164e-036,-1.01768e-041
654,2.32169e+010,142.622,-5.37931e-032,0,2.32169e+009,7.52551e-037,-6.95093e-042
655,2.55386e+010,142.622,-4.04156e-032,0,2.55386e+009,5.65403e-037,-4.74759e-042
656,2.80925e+010,142.622,-3.03649e-032,0,2.80925e+009,4.24796e-037,-3.24267e-042
657,3.09018e+010,142.622,-2.28136e-032,0,3.09018e+009,3.19156e-037,-2.21479e-042
658,3.39919e+010,142.622,-1.71402e-032,0,3.39919e+009,2.39787e-037,-1.51273e-042
659,3.73911e+010,142.622,-1.28777e-032,0,3.73911e+009,1.80156e-037,-1.03322e-042
660,4.11302e+010,142.622,-9.67523e-033,0,4.11302e+009,1.35354e-037,-7.05702e-043
661,4.52433e+010,142.622,-7.26915e-033,0,4.52433e+009,1.01693e-037,-4.82005e-043
662,4.97676e+010,142.622,-5.46143e-033,0,4.97676e+009,7.64039e-038,-3.29216e-043
663,5.47443e+010,142.622,-4.10326e-033,0,5.47443e+009,5.74034e-038,-2.24859e-043
664,6.02188e+010,142.622,-3.08284e-033,0,6.02188e+009,4.31281e-038,-1.53582e-043
665,6.62407e+010,142.622,-2.31619e-033,0,6.62407e+009,3.24028e-038,-1.04899e-043
666,7.28647e+010,142.622,-1.74019e-033,0,7.28647e+009,2.43447e-038,-7.16473e-044
667,8.01512e+010,142.622,-1.30743e-033,0,8.01512e+009,1.82906e-038,-4.89361e-044
668,8.81663e+010,142.622,-9.82292e-034,0,8.81663e+009,1.3742e-038,-3.34241e-044
669,9.69829e+010,142.622,-7.38012e-034,0,9.69829e+009,1.03246e-038,-2.28291e-044
670,1.06681e+011,142.622,-5.5448e-034,0,1.06681e+010,7.75702e-039,-1.55926e-044
671,1.17349e+011,142.622,-4.16589e-034,0,1.17349e+010,5.82797e-039,-1.065e-044
672,1.29084e+011,142.622,-3.1299e-034,0,1.29084e+010,4.37864e-039,-7.27409e-045
673,1.41993e+011,142.622,-2.35154e-034,0,1.41993e+010,3.28974e-039,-4.9683e-045
674,1.56192e+011,142.622,-1.76675e-034,0,1.56192e+010,2.47164e-039,-3.39342e-045
675,1.71811e+011,142.622,-1.32739e-034,0,1.71811e+010,1.85698e-039,-2.31776e-045
676,1.88992e+011,142.622,-9.97287e-035,0,1.88992e+010,1.39518e-039,-1.58306e-045
677,2.07892e+011,142.622,-7.49277e-035,0,2.07892e+010,1.04822e-039,-1.08125e-045
678,2.28681e+011,142.622,-5.62944e-035,0,2.28681e+010,7.87543e-040,-7.38511e-046
679,2.51549e+011,142.622,-4.22949e-035,0,2.51549e+010,5.91693e-040,-5.04413e-046
680,2.76704e+011,142.622,-3.17768e-035,0,2.76704e+010,4.44548e-040,-3.44521e-046
681,3.04374e+011,142.622,-2.38744e-035,0,3.04374e+010,3.33996e-040,-2.35313e-046
682,3.34811e+011,142.622,-1.79372e-035,0,3.34811e+010,2.50937e-040,-1.60722e-046
683,3.68293e+011,142.622,-1.34765e-035,0,3.68293e+010,1.88533e-040,-1.09776e-046
684,4.05122e+011,142.622,-1.01251e-035,0,4.05122e+010,1.41647e-040,-7.49782e-047
685,4.45634e+011,142.622,-7.60715e-036,0,4.45634e+010,1.06422e-040,-5.12112e-047
686,4.90197e+011,142.622,-5.71537e-036,0,4.90197e+010,7.99565e-041,-3.4978e-047
687,5.39217e+011,142.622,-4.29405e-036,0,5.39217e+010,6.00725e-041,-2.38905e-047
688,5.93139e+011,142.622,-3.22619e-036,0,5.93139e+010,4.51334e-041,-1.63175e-047
689,6.52453e+011,142.622,-2.42388e-036,0,6.52453e+010,3.39095e-041,-1.11451e-047
690,7.17698e+011,142.622,-1.8211e-036,0,7.17698e+010,2.54767e-041,-7.61226e-048
691,7.89468e+011,142.622,-1.36822e-036,0,7.89468e+010,1.91411e-041,-5.19928e-048
692,8.68415e+011,142.622,-1.02797e-036,0,8.68415e+010,1.4381e-041,-3.55118e-048
693,9.55256e+011,142.622,-7.72327e-037,0,9.55256e+010,1.08046e-041,-2.42551e-048
