phi,V_solver,dV_solver,d2V_solver,V_full,dV_full,d2V_full
9.384259312370e+002,-2.724458057518e+008,-1.362105391655e+006,-5.085394794732e+003,-2.779498259294e+008,-1.373835715796e+006,-5.097894794732e+003
9.421064995882e+002,-2.774935490948e+008,-1.380837844419e+006,-5.131701939948e+003,-2.830408281984e+008,-1.392614175664e+006,-5.144201939948e+003
9.458015033710e+002,-2.826307590372e+008,-1.399815161044e+006,-5.178401818995e+003,-2.882216370608e+008,-1.411637679836e+006,-5.190901818995e+003
9.495109992022e+002,-2.878589730518e+008,-1.419040431162e+006,-5.225484335343e+003,-2.934937926619e+008,-1.430909318652e+006,-5.237984335343e+003
9.532350439205e+002,-2.931797518559e+008,-1.438516772110e+006,-5.272979107173e+003,-2.988588584119e+008,-1.450432210159e+006,-5.285479107173e+003
9.569736945877e+002,-2.985946897546e+008,-1.458247368907e+006,-5.320876221981e+003,-3.043184313304e+008,-1.470209540089e+006,-5.333376221981e+003
9.607270084891e+002,-3.041054038272e+008,-1.478235429737e+006,-5.369178933260e+003,-3.098741312325e+008,-1.490244517343e+006,-5.381678933260e+003
9.644950431351e+002,-3.097135383192e+008,-1.498484202263e+006,-5.417890520127e+003,-3.155276051207e+008,-1.510540390302e+006,-5.430390520127e+003
9.682778562612e+002,-3.154207650901e+008,-1.518996974104e+006,-5.467014287098e+003,-3.212805276334e+008,-1.531100447307e+006,-5.479514287098e+003
9.720755058298e+002,-3.212287824510e+008,-1.539777067001e+006,-5.516539795154e+003,-3.271345998824e+008,-1.551928010824e+006,-5.529039795154e+003
9.758880500303e+002,-3.271393168491e+008,-1.560827842169e+006,-5.566497799222e+003,-3.330915511378e+008,-1.573026442795e+006,-5.578997799222e+003
9.797155472804e+002,-3.331541292390e+008,-1.582152723674e+006,-5.616878051571e+003,-3.391531451989e+008,-1.594399168015e+006,-5.629378051571e+003
9.835580562270e+002,-3.392750065690e+008,-1.603755163826e+006,-5.667683961168e+003,-3.453211718813e+008,-1.616049639528e+006,-5.680183961168e+003
9.874156357469e+002,-3.455037657568e+008,-1.625638657360e+006,-5.718918963556e+003,-3.515974509926e+008,-1.637981352806e+006,-5.731418963556e+003
9.912883449479e+002,-3.518422541841e+008,-1.647806741945e+006,-5.770586521076e+003,-3.579838328268e+008,-1.660197846257e+006,-5.783086521076e+003
9.951762431696e+002,-3.582923475426e+008,-1.670262988578e+006,-5.822675840277e+003,-3.644821960111e+008,-1.682702691617e+006,-5.835175840277e+003
9.990793899845e+002,-3.648559552372e+008,-1.693011020880e+006,-5.875218857331e+003,-3.710944529090e+008,-1.705499513255e+006,-5.887718857331e+003
1.002997845198e+003,-3.715350220012e+008,-1.716054519608e+006,-5.928204977922e+003,-3.778225512354e+008,-1.728591992673e+006,-5.940704977922e+003
1.006931668852e+003,-3.783315221736e+008,-1.739397199398e+006,-5.981637773619e+003,-3.846684683345e+008,-1.751983845259e+006,-5.994137773619e+003
1.010880921221e+003,-3.852474631522e+008,-1.763042820468e+006,-6.035520843632e+003,-3.916342146327e+008,-1.775678831984e+006,-6.048020843632e+003
1.014845662818e+003,-3.922848859376e+008,-1.786995189171e+006,-6.089857815423e+003,-3.987218341835e+008,-1.799680759956e+006,-6.102357815423e+003
1.018825954393e+003,-3.994458618228e+008,-1.811258144153e+006,-6.144637529036e+003,-4.059334013562e+008,-1.823993468582e+006,-6.157137529036e+003
1.022821856934e+003,-4.067325021595e+008,-1.835835591344e+006,-6.199893148025e+003,-4.132710306034e+008,-1.848620864556e+006,-6.212393148025e+003
1.026833431668e+003,-4.141469543254e+008,-1.860731487125e+006,-6.255613719702e+003,-4.207368724278e+008,-1.873566905021e+006,-6.268113719702e+003
1.030860740063e+003,-4.216913993539e+008,-1.885949827986e+006,-6.311802985664e+003,-4.283331110127e+008,-1.898835587237e+006,-6.324302985664e+003
1.034903843826e+003,-4.293680547398e+008,-1.911494659392e+006,-6.368464716547e+003,-4.360619670271e+008,-1.924430957440e+006,-6.380964716547e+003
1.038962804909e+003,-4.371791750391e+008,-1.937370076372e+006,-6.425602712390e+003,-4.439256982265e+008,-1.950357111433e+006,-6.438102712390e+003
1.043037685505e+003,-4.451270472128e+008,-1.963580204960e+006,-6.483205434169e+003,-4.519265947965e+008,-1.976618176029e+006,-6.495705434169e+003
1.047128548051e+003,-4.532140054874e+008,-1.990129254775e+006,-6.541307320994e+003,-4.600669942133e+008,-2.003218361626e+006,-6.553807320994e+003
1.051235455229e+003,-4.614424206618e+008,-2.017021478125e+006,-6.599897049468e+003,-4.683492705514e+008,-2.030161921315e+006,-6.612397049468e+003
1.055358469969e+003,-4.698147017275e+008,-2.044261174315e+006,-6.658978539183e+003,-4.767758361034e+008,-2.057453155190e+006,-6.671478539183e+003
1.059497655443e+003,-4.783332978853e+008,-2.071852695267e+006,-6.718555739932e+003,-4.853491433971e+008,-2.085096415960e+006,-6.731055739932e+003
1.063653075076e+003,-4.870006992059e+008,-2.099800446147e+006,-5.627301790300e+003,-4.940716858567e+008,-2.113096109585e+006,-5.639801790300e+003
1.067824792539e+003,-4.958194304172e+008,-2.128108861542e+006,-6.839197285408e+003,-5.029459915895e+008,-2.141456671449e+006,-6.851697285408e+003
1.072012871753e+003,-5.047920716826e+008,-2.156782477724e+006,-6.900285463784e+003,-5.119746441651e+008,-2.170182638621e+006,-6.912785463784e+003
1.076217376889e+003,-5.139212401014e+008,-2.185825864711e+006,-6.961885460679e+003,-5.211602641159e+008,-2.199278581922e+006,-6.974385460679e+003
1.080438372371e+003,-5.232095960435e+008,-2.215243647117e+006,-7.024001381618e+003,-5.305055152716e+008,-2.228749126772e+006,-7.036501381618e+003
1.084675922876e+003,-5.326598442160e+008,-2.245040506078e+006,-7.086637364220e+003,-5.400131058264e+008,-2.258598955114e+006,-7.099137364220e+003
1.088930093333e+003,-5.422747335356e+008,-2.275221176947e+006,-7.149781207187e+003,-5.496857882116e+008,-2.288832803113e+006,-7.162281207187e+003
1.093200948928e+003,-5.520570533960e+008,-2.305790434511e+006,-7.213469685948e+003,-5.595263553631e+008,-2.319455446373e+006,-7.225969685948e+003
1.097488555099e+003,-5.620096527434e+008,-2.336753157417e+006,-7.277690830716e+003,-5.695376597969e+008,-2.350471764356e+006,-7.290190830716e+003
1.101792977544e+003,-5.721354210243e+008,-2.368114259734e+006,-7.342448908922e+003,-5.797225945578e+008,-2.381886671953e+006,-7.354948908922e+003
1.106114282218e+003,-5.824372957803e+008,-2.399878715523e+006,-7.407748220757e+003,-5.900841008136e+008,-2.413705144051e+006,-7.420248220757e+003
1.110452535334e+003,-5.929182634364e+008,-2.432051559556e+006,-7.473593099951e+003,-6.006251686441e+008,-2.445932216248e+006,-7.486093099951e+003
1.114807803364e+003,-6.035813578242e+008,-2.464637880289e+006,-7.539970930564e+003,-6.113488355644e+008,-2.478572977831e+006,-7.552470930564e+003
1.119180153042e+003,-6.144296614968e+008,-2.497642822443e+006,-7.606919905457e+003,-6.222581878403e+008,-2.511632574356e+006,-7.619419905457e+003
1.123569651364e+003,-6.254663184781e+008,-2.531071628147e+006,-7.674427649552e+003,-6.333563732373e+008,-2.545116248789e+006,-7.686927649552e+003
1.127976365588e+003,-6.366945188644e+008,-2.564929582369e+006,-7.742498632301e+003,-6.446465856227e+008,-2.579029286939e+006,-7.754998632301e+003
1.132400363236e+003,-6.481175057735e+008,-2.599222034516e+006,-7.811137357674e+003,-6.561320719151e+008,-2.613377039056e+006,-7.823637357674e+003
1.136841712093e+003,-6.597385762121e+008,-2.633954399201e+006,-7.880348364650e+003,-6.678161329518e+008,-2.648164920602e+006,-7.892848364650e+003
1.141300480214e+003,-6.715610780126e+008,-2.669132143902e+006,-7.950118608218e+003,-6.797021204260e+008,-2.683398399905e+006,-7.962618608218e+003
1.145776735917e+003,-6.835884171189e+008,-2.704760811173e+006,-8.020487754359e+003,-6.917934441725e+008,-2.719083020372e+006,-8.032987754359e+003
1.150270547790e+003,-6.958240627391e+008,-2.740846033286e+006,-8.091443008764e+003,-7.040935773210e+008,-2.755224415134e+006,-8.103943008764e+003
1.154781984689e+003,-7.082715363977e+008,-2.777393493575e+006,-8.162989052424e+003,-7.166060453487e+008,-2.791828268384e+006,-8.175489052424e+003
1.159311115742e+003,-7.209344180644e+008,-2.814408944577e+006,-8.235130602293e+003,-7.293344322087e+008,-2.828900333524e+006,-8.247630602293e+003
1.163858010344e+003,-7.338163471103e+008,-2.851898208864e+006,-8.307872411972e+003,-7.422823812868e+008,-2.866446433993e+006,-8.320372411972e+003
1.168422738167e+003,-7.469210173865e+008,-2.889867160730e+006,-8.381200992597e+003,-7.554535904807e+008,-2.904472444957e+006,-8.393700992597e+003
1.173005369154e+003,-7.602521915297e+008,-2.928321770521e+006,-8.455157541301e+003,-7.688518265051e+008,-2.942984337635e+006,-8.467657541301e+003
1.177605973521e+003,-7.738136970728e+008,-2.967268089245e+006,-8.529728830158e+003,-7.824809210032e+008,-2.981988163914e+006,-8.542228830158e+003
1.182224621761e+003,-7.876094208559e+008,-3.006712228064e+006,-8.604919761147e+003,-7.963447649577e+008,-3.021490035836e+006,-8.617419761147e+003
1.186861384645e+003,-8.016433141362e+008,-3.046660372460e+006,-8.680735274249e+003,-8.104473138010e+008,-3.061496139768e+006,-8.693235274249e+003
1.191516333218e+003,-8.159193936404e+008,-3.087118783122e+006,-8.757180347482e+003,-8.247925884674e+008,-3.102012737287e+006,-8.769680347482e+003
1.196189538806e+003,-8.304417344817e+008,-3.128093770973e+006,-8.834241032809e+003,-8.393846683113e+008,-3.143046140209e+006,-8.846741032809e+003
1.200881073015e+003,-8.452144926705e+008,-3.169591766315e+006,-8.911960118711e+003,-8.542277136175e+008,-3.184602779727e+006,-8.924460118711e+003
1.205591007730e+003,-8.602418905410e+008,-3.211619269552e+006,-8.990323928672e+003,-8.693259510280e+008,-3.226689157148e+006,-9.002823928672e+003
1.210319415119e+003,-8.755282175568e+008,-3.254182851284e+006,-9.069337596037e+003,-8.846836743481e+008,-3.269311843973e+006,-9.081837596037e+003
1.215066367633e+003,-8.910778341722e+008,-3.297289161919e+006,-9.149006293737e+003,-9.003052484082e+008,-3.312477491514e+006,-9.161506293737e+003
1.219831938009e+003,-9.068951729913e+008,-3.340944932622e+006,-9.229335234601e+003,-9.161951102224e+008,-3.356192831847e+006,-9.241835234601e+003
1.224616199265e+003,-9.229847291787e+008,-3.385156942903e+006,-9.310309995715e+003,-9.323577594005e+008,-3.400464645394e+006,-9.322809995715e+003
1.229419224709e+003,-9.393510925172e+008,-3.429932117558e+006,-9.391975019340e+003,-9.487977902052e+008,-3.445299857867e+006,-9.404475019340e+003
1.234241087936e+003,-9.559989202876e+008,-3.475277439264e+006,-9.474316165111e+003,-9.655198644323e+008,-3.490705452863e+006,-9.486816165111e+003
1.239081862828e+003,-9.729329456456e+008,-3.521199971966e+006,-9.557338808117e+003,-9.825287197880e+008,-3.536688495251e+006,-9.569838808117e+003
1.243941623558e+003,-9.901579799741e+008,-3.567706865301e+006,-9.641048365153e+003,-9.998291722417e+008,-3.583256135595e+006,-9.653548365153e+003
1.248820444590e+003,-1.007678913323e+009,-3.614805353083e+006,-9.725430088661e+003,-1.017426116466e+009,-3.630415608640e+006,-9.737930088661e+003
1.253718400680e+003,-1.025500706104e+009,-3.662502725300e+006,-9.810529681889e+003,-1.035324517530e+009,-3.678174205309e+006,-9.823029681889e+003
1.258635566876e+003,-1.043628423853e+009,-3.710806430698e+006,-9.896332688567e+003,-1.053529445667e+009,-3.726539375284e+006,-9.908832688567e+003
1.263572018523e+003,-1.062067203813e+009,-3.759723972014e+006,-9.982844694188e+003,-1.072046042851e+009,-3.775518622245e+006,-9.995344694188e+003
1.268527831258e+003,-1.080822268037e+009,-3.809262942908e+006,-1.007007132700e+004,-1.090879535904e+009,-3.825119540799e+006,-1.008257132700e+004
1.273503081017e+003,-1.099898924770e+009,-3.859431029050e+006,-1.015801825848e+004,-1.110035237879e+009,-3.875349817562e+006,-1.017051825848e+004
1.278497844033e+003,-1.119302566732e+009,-3.910235999942e+006,-1.024667023891e+004,-1.129518546340e+009,-3.926217222992e+006,-1.025917023891e+004
1.283512196839e+003,-1.139038670904e+009,-3.961685705353e+006,-1.033607474019e+004,-1.149334943151e+009,-3.977729607814e+006,-1.034857474019e+004
1.288546216268e+003,-1.159112823218e+009,-4.013788145224e+006,-1.042621681578e+004,-1.169490019165e+009,-4.029894972927e+006,-1.043871681578e+004
1.293599979452e+003,-1.179530690940e+009,-4.066551384326e+006,-1.051710231361e+004,-1.189989446608e+009,-4.082721384070e+006,-1.052960231361e+004
1.298673563829e+003,-1.200298034774e+009,-4.119983585049e+006,-1.060873712637e+004,-1.210838991183e+009,-4.136217004597e+006,-1.062123712637e+004
1.303767047138e+003,-1.221420710383e+009,-4.174093008558e+006,-1.070112719234e+004,-1.232044513590e+009,-4.190390096647e+006,-1.071362719234e+004
1.308880507424e+003,-1.242904664126e+009,-4.228887999138e+006,-1.079425674201e+004,-1.253611965268e+009,-4.245249005481e+006,-1.080675674201e+004
1.314014023039e+003,-1.264755942438e+009,-4.284377008259e+006,-1.088817508575e+004,-1.275547397767e+009,-4.300802183547e+006,-1.090067508575e+004
1.319167672640e+003,-1.286980704387e+009,-4.340568627251e+006,-1.098286676962e+004,-1.297856975315e+009,-4.357058223159e+006,-1.099536676962e+004
1.324341535195e+003,-1.309585201152e+009,-4.397471524276e+006,-1.107833791626e+004,-1.320546954289e+009,-4.414025793466e+006,-1.109083791626e+004
1.329535689979e+003,-1.332575786843e+009,-4.455094472289e+006,-1.117459469502e+004,-1.343623694036e+009,-4.471713668414e+006,-1.118709469502e+004
1.334750216581e+003,-1.355958920174e+009,-4.513446350288e+006,-1.127164332266e+004,-1.367093658553e+009,-4.530130727995e+006,-1.128414332266e+004
1.339985194900e+003,-1.379741157225e+009,-4.572536119240e+006,-1.136946749213e+004,-1.390963409241e+009,-4.589285934176e+006,-1.138196749213e+004
1.345240705149e+003,-1.403929172108e+009,-4.632372877315e+006,-1.146811842479e+004,-1.415239625576e+009,-4.649188386129e+006,-1.148061842479e+004
1.350516827855e+003,-1.428529755054e+009,-4.692965850322e+006,-1.156758014193e+004,-1.439929103194e+009,-4.709847310671e+006,-1.158008014193e+004
1.355813643862e+003,-1.453549800454e+009,-4.754324354165e+006,-1.166785905319e+004,-1.465038741935e+009,-4.771272024713e+006,-1.168035905319e+004
1.361131234331e+003,-1.478996316078e+009,-4.816457817236e+006,-1.176896161721e+004,-1.490575555059e+009,-4.833471957665e+006,-1.178146161721e+004
1.366469680740e+003,-1.504876424913e+009,-4.879375781762e+006,-1.187089434208e+004,-1.516546671090e+009,-4.896456652771e+006,-1.188339434208e+004
1.371829064888e+003,-1.531197354456e+009,-4.943087870309e+006,-1.197364036462e+004,-1.542959323101e+009,-4.960235733620e+006,-1.198614036462e+004
1.377209468894e+003,-1.557966470593e+009,-5.007603876049e+006,-1.207725289238e+004,-1.569820882600e+009,-5.024818994410e+006,-1.208975289238e+004
1.382610975199e+003,-1.585191258551e+009,-5.072933705456e+006,-1.218171540390e+004,-1.597138840481e+009,-5.090216342646e+006,-1.219421540390e+004
1.388033666567e+003,-1.612879321185e+009,-5.139087369736e+006,-1.228703460884e+004,-1.624920805307e+009,-5.156437790568e+006,-1.229953460884e+004
1.393477626089e+003,-1.641038386224e+009,-5.206075000840e+006,-1.239321726831e+004,-1.653174510564e+009,-5.223493471166e+006,-1.240571726831e+004
1.398942937178e+003,-1.669676308293e+009,-5.273906852903e+006,-1.250027019515e+004,-1.681907816677e+009,-5.291393639617e+006,-1.251277019515e+004
1.404429683578e+003,-1.698801054172e+009,-5.342593258240e+006,-1.260817595043e+004,-1.711128696273e+009,-5.360148629285e+006,-1.262067595043e+004
1.409937949359e+003,-1.728420752078e+009,-5.412144756862e+006,-1.271698980659e+004,-1.740845283460e+009,-5.429768981229e+006,-1.272948980659e+004
1.415467818921e+003,-1.758543652454e+009,-5.482571985413e+006,-1.282669468045e+004,-1.771065834619e+009,-5.500265333150e+006,-1.283919468045e+004
1.421019376996e+003,-1.789178138411e+009,-5.553885701402e+006,-1.293729759560e+004,-1.801798738847e+009,-5.571648443614e+006,-1.294979759560e+004
1.426592708648e+003,-1.820332730580e+009,-5.626096791939e+006,-1.304880562918e+004,-1.833052522807e+009,-5.643929200797e+006,-1.306130562918e+004
1.432187899274e+003,-1.852016088901e+009,-5.699216274103e+006,-1.132053070852e+004,-1.864835852519e+009,-5.717118622844e+006,-1.133303070852e+004
1.437805034606e+003,-1.884236995408e+009,-5.773255245061e+006,-1.327454041163e+004,-1.897157516142e+009,-5.791227807994e+006,-1.328704041163e+004
1.443444200713e+003,-1.917004416988e+009,-5.848225043796e+006,-1.338880654468e+004,-1.930026486742e+009,-5.866268096305e+006,-1.340130654468e+004
1.449105484001e+003,-1.950327446975e+009,-5.924137091346e+006,-1.350400664763e+004,-1.963451863874e+009,-5.942250909897e+006,-1.351650664763e+004
1.454788971216e+003,-1.984215327721e+009,-6.001002946213e+006,-1.362014807198e+004,-1.997442896163e+009,-6.019187808353e+006,-1.363264807198e+004
1.460494749442e+003,-2.018677453009e+009,-6.078834305989e+006,-1.373723822570e+004,-2.032008983716e+009,-6.097090490357e+006,-1.374973822570e+004
1.466222906106e+003,-2.053723366399e+009,-6.157642998363e+006,-1.385525867137e+004,-2.067159676464e+009,-6.175970784689e+006,-1.386775867137e+004
1.471973528978e+003,-2.089362756974e+009,-6.237440965592e+006,-1.397426846347e+004,-2.102904669911e+009,-6.255840634704e+006,-1.398676846347e+004
1.477746706172e+003,-2.125605506076e+009,-6.318240380398e+006,-1.409424954659e+004,-2.139253851873e+009,-6.336712214226e+006,-1.410674954659e+004
1.483542526147e+003,-2.162461638103e+009,-6.400053513389e+006,-1.421520955708e+004,-2.176217253271e+009,-6.418597794966e+006,-1.422770955708e+004
1.489361077711e+003,-2.199941341534e+009,-6.482892782692e+006,-1.433715618960e+004,-2.213805069158e+009,-6.501509796163e+006,-1.434965618960e+004
1.495202450017e+003,-2.238054971585e+009,-6.566770755704e+006,-1.446009719747e+004,-2.252027661376e+009,-6.585460786329e+006,-1.447259719747e+004
1.501066732570e+003,-2.276813044481e+009,-6.651700129536e+006,-1.458401351349e+004,-2.290895552828e+009,-6.670463463693e+006,-1.459651351349e+004
1.506954015226e+003,-2.316226248598e+009,-6.737693754411e+006,-1.470896648797e+004,-2.330419438623e+009,-6.756530679601e+006,-1.472146648797e+004
1.512864388193e+003,-2.356305471846e+009,-6.824764697245e+006,-1.483493745145e+004,-2.370610213452e+009,-6.843675502098e+006,-1.484743745145e+004
1.518797942032e+003,-2.397061763754e+009,-6.912926140355e+006,-1.496193439594e+004,-2.411478933684e+009,-6.931911114630e+006,-1.497443439594e+004
1.524754767660e+003,-2.438506354505e+009,-7.002191424360e+006,-1.508996537490e+004,-2.453036836389e+009,-7.021250858956e+006,-1.510246537490e+004
1.530734956351e+003,-2.480650657847e+009,-7.092574050060e+006,-1.521903850255e+004,-2.495295342263e+009,-7.111708237014e+006,-1.523153850255e+004
1.536738599736e+003,-2.523506260593e+009,-7.184087647011e+006,-1.534913406040e+004,-2.538266045117e+009,-7.203296879508e+006,-1.536163406040e+004
1.542765789806e+003,-2.567084951925e+009,-7.276746040868e+006,-1.548031578503e+004,-2.581960741189e+009,-7.296030613241e+006,-1.549281578503e+004
1.548816618912e+003,-2.611398727608e+009,-7.370563257529e+006,-1.561256437157e+004,-2.626391433352e+009,-7.389923465265e+006,-1.562506437157e+004
1.554891179770e+003,-2.656459765773e+009,-7.465553457635e+006,-1.574588818428e+004,-2.671570306904e+009,-7.484989597382e+006,-1.575838818428e+004
1.560989565455e+003,-2.702280443422e+009,-7.561730971693e+006,-1.588029565115e+004,-2.717509746069e+009,-7.581243341261e+006,-1.589279565115e+004
1.567111869411e+003,-2.748873339641e+009,-7.659110302085e+006,-1.601579526398e+004,-2.764222337211e+009,-7.678699200452e+006,-1.602829526398e+004
1.573258185446e+003,-2.796251219507e+009,-7.757706078352e+006,-1.615236662994e+004,-2.811720852745e+009,-7.777371805670e+006,-1.616486662994e+004
1.579428607739e+003,-2.844427084700e+009,-7.857533173962e+006,-1.629007596661e+004,-2.860018301743e+009,-7.877276031559e+006,-1.630257596661e+004
1.585623230834e+003,-2.893414150219e+009,-7.958606643216e+006,-1.642890331192e+004,-2.909127906657e+009,-7.978426933602e+006,-1.644140331192e+004
1.591842149649e+003,-2.943225836588e+009,-8.060941696496e+006,-1.656885741858e+004,-2.959063095522e+009,-8.080839723367e+006,-1.658135741858e+004
1.598085459473e+003,-2.993875783244e+009,-8.164553726444e+006,-1.670994710648e+004,-3.009837515342e+009,-8.184529794687e+006,-1.672244710648e+004
1.604353255970e+003,-3.045377852064e+009,-8.269458310110e+006,-1.685218126192e+004,-3.061465035626e+009,-8.289512725810e+006,-1.686468126192e+004
1.610645635178e+003,-3.097746104790e+009,-8.375671149387e+006,-1.699553879471e+004,-3.113959725803e+009,-8.395804219827e+006,-1.700803879471e+004
1.616962693512e+003,-3.150994878481e+009,-8.483208243218e+006,-1.714008850100e+004,-3.167335930682e+009,-8.503420276887e+006,-1.715258850100e+004
1.623304527765e+003,-3.205138729834e+009,-8.592085748685e+006,-1.728580973868e+004,-3.221608214771e+009,-8.612377055282e+006,-1.729830973868e+004
1.629671235111e+003,-3.260192446908e+009,-8.702320002464e+006,-1.743271166701e+004,-3.276791373999e+009,-8.722690892903e+006,-1.744521166701e+004
1.636062913101e+003,-3.316171058712e+009,-8.813927536776e+006,-1.758080351499e+004,-3.332900445310e+009,-8.834378323190e+006,-1.759330351499e+004
1.642479659675e+003,-3.373089839085e+009,-8.926925081688e+006,-1.544264813681e+004,-3.389950710537e+009,-8.947456077434e+006,-1.545514813681e+004
1.648921573151e+003,-3.430964276602e+009,-9.041329488978e+006,-1.788056305458e+004,-3.447957666317e+009,-9.061941008642e+006,-1.789306305458e+004
1.655388752236e+003,-3.489810178893e+009,-9.157157966373e+006,-1.803228041127e+004,-3.506937128400e+009,-9.177850325776e+006,-1.804478041127e+004
1.661881296024e+003,-3.549643578989e+009,-9.274427853435e+006,-1.818522530551e+004,-3.566905138002e+009,-9.295201369635e+006,-1.819772530551e+004
1.668399303997e+003,-3.610480770092e+009,-9.393156695188e+006,-1.833940732163e+004,-3.627877996577e+009,-9.414011686488e+006,-1.835190732163e+004
1.674942876026e+003,-3.672338310589e+009,-9.513362246440e+006,-1.849483611618e+004,-3.689872270826e+009,-9.534299032390e+006,-1.850733611618e+004
1.681512112377e+003,-3.735233023240e+009,-9.635062462770e+006,-1.865148939274e+004,-3.752904791890e+009,-9.656081364175e+006,-1.866398939274e+004
1.688107113705e+003,-3.799181981794e+009,-9.758275463354e+006,-1.880944067174e+004,-3.816992641965e+009,-9.779376802276e+006,-1.882194067174e+004
1.694727981063e+003,-3.864202597928e+009,-9.883019719633e+006,-1.896866813780e+004,-3.882153241239e+009,-9.904203819396e+006,-1.898116813780e+004
1.701374815899e+003,-3.930312534094e+009,-1.000931385051e+007,-1.912918174319e+004,-3.948404260745e+009,-1.003058103570e+007,-1.914168174319e+004
1.708047720060e+003,-3.997529739952e+009,-1.013717669730e+007,-1.929099151628e+004,-4.015763658789e+009,-1.015852729380e+007,-1.930349151628e+004
1.714746795790e+003,-4.065872456987e+009,-1.026662732637e+007,-1.945410756067e+004,-4.084249685572e+009,-1.028806166131e+007,-1.946660756067e+004
1.721472145737e+003,-4.135359211187e+009,-1.039768500523e+007,-1.961850681643e+004,-4.153880875865e+009,-1.041920340706e+007,-1.963100681643e+004
1.728223872950e+003,-4.206008824377e+009,-1.053036922021e+007,-1.978426567243e+004,-4.224676060346e+009,-1.055197201862e+007,-1.979676567243e+004
1.735002080882e+003,-4.277840470272e+009,-1.066469979157e+007,-1.995136156894e+004,-4.296654421652e+009,-1.068638731758e+007,-1.996386156894e+004
1.741806873392e+003,-4.350873605307e+009,-1.080069671259e+007,-2.011980491951e+004,-4.369835425208e+009,-1.082246929851e+007,-2.013230491951e+004
1.748638354746e+003,-4.425128001959e+009,-1.093838021516e+007,-2.028960621549e+004,-4.444238852557e+009,-1.096023819459e+007,-2.030210621549e+004
1.755496629621e+003,-4.500623753823e+009,-1.107777077255e+007,-2.046077602839e+004,-4.519884806427e+009,-1.109971448042e+007,-2.047327602839e+004
1.762381803102e+003,-4.577381260624e+009,-1.121888905880e+007,-2.063329050784e+004,-4.596793695749e+009,-1.124091883134e+007,-2.064579050784e+004
1.769293980687e+003,-4.655421268766e+009,-1.136175602832e+007,-2.080722902441e+004,-4.674986276204e+009,-1.138387220308e+007,-2.081972902441e+004
1.776233268288e+003,-4.734764890326e+009,-1.150639294740e+007,-2.098256824932e+004,-4.754483669222e+009,-1.152859586325e+007,-2.099506824932e+004
1.783199772233e+003,-4.815433555753e+009,-1.165282128358e+007,-2.115931907648e+004,-4.835307314676e+009,-1.167511128073e+007,-2.117181907648e+004
1.790193599265e+003,-4.897449043237e+009,-1.180106276030e+007,-2.133749248263e+004,-4.917479000255e+009,-1.182344018029e+007,-2.134999248263e+004
1.797214856548e+003,-4.980833484289e+009,-1.195113935995e+007,-2.151709952682e+004,-5.001020867042e+009,-1.197360454566e+007,-2.152959952682e+004
1.804263651664e+003,-5.065609339780e+009,-1.210307326441e+007,-2.169811554194e+004,-5.085955385559e+009,-1.212562656006e+007,-2.171061554194e+004
1.811340092620e+003,-5.151799474811e+009,-1.225688700445e+007,-2.188062299785e+004,-5.172305430631e+009,-1.227952875561e+007,-2.189312299785e+004
1.818444287843e+003,-5.239427133621e+009,-1.241260339653e+007,-2.206459776946e+004,-5.260094256296e+009,-1.243533395012e+007,-2.207709776946e+004
1.825576346188e+003,-5.328515918584e+009,-1.257024548942e+007,-2.225005125385e+004,-5.349345474808e+009,-1.259306519375e+007,-2.226255125385e+004
1.832736376936e+003,-5.419089814660e+009,-1.272983660640e+007,-2.243699493369e+004,-5.440083081080e+009,-1.275274581112e+007,-2.244949493369e+004
1.839924489797e+003,-5.511173195528e+009,-1.289140034846e+007,-2.262544037832e+004,-5.532331458829e+009,-1.291439940458e+007,-2.263794037832e+004
1.847140794910e+003,-5.604790789182e+009,-1.305496051385e+007,-2.281536207446e+004,-5.626115346159e+009,-1.307804977379e+007,-2.282786207446e+004
1.854385402847e+003,-5.699967792892e+009,-1.322054132585e+007,-2.300684571497e+004,-5.721459950531e+009,-1.324372114339e+007,-2.301934571497e+004
1.861658424614e+003,-5.796729796047e+009,-1.338816726258e+007,-2.319986635073e+004,-5.818390871609e+009,-1.341143799289e+007,-2.321236635073e+004
1.868959971651e+003,-5.895102790497e+009,-1.355786306874e+007,-2.339443590387e+004,-5.916934111594e+009,-1.358122506839e+007,-2.340693590387e+004
1.876290155838e+003,-5.995113188977e+009,-1.372965378344e+007,-2.359056638627e+004,-6.017116093658e+009,-1.375310741039e+007,-2.360306638627e+004
1.883649089490e+003,-6.096787831855e+009,-1.390356474359e+007,-2.378826990041e+004,-6.118963668683e+009,-1.392711035721e+007,-2.380076990041e+004
1.891036885364e+003,-6.200153940606e+009,-1.407962148009e+007,-2.398752005716e+004,-6.222504068742e+009,-1.410325944116e+007,-2.400002005716e+004
1.898453656662e+003,-6.305239279406e+009,-1.425785003324e+007,-2.418840589980e+004,-6.327765068696e+009,-1.428158070395e+007,-2.420090589980e+004
1.905899517024e+003,-6.412072016859e+009,-1.443827666227e+007,-2.439090162685e+004,-6.434774847915e+009,-1.446210040623e+007,-2.440340162685e+004
1.913374580542e+003,-6.520680773411e+009,-1.462092793068e+007,-2.459501970913e+004,-6.543562037695e+009,-1.464484511294e+007,-2.460751970913e+004
