phi,V,dV_dphi,lambda_eff,beta_lambda
6.162298198842e+006,3.999642017694e+023,3.087164681130e+017,1.109456482356e-003,4.196147577711e-004
6.193186847105e+006,4.094563786792e+023,3.142977978291e+017,1.113296647677e-003,4.196439965894e-004
6.224230325363e+006,4.191690974188e+023,3.199774683880e+017,1.117137493910e-003,4.196731272368e-004
6.255429409702e+006,4.291073993395e+023,3.257571793769e+017,1.120979019515e-003,4.197021498674e-004
6.286784880103e+006,4.392764395563e+023,3.316386593181e+017,1.124821222955e-003,4.197310646350e-004
6.318297520453e+006,4.496814894881e+023,3.376236661549e+017,1.128664102697e-003,4.197598716933e-004
6.349968118570e+006,4.603279394547e+023,3.437139877470e+017,1.132507657207e-003,4.197885711957e-004
6.381797466221e+006,4.712213013305e+023,3.499114423730e+017,1.136351884955e-003,4.198171632955e-004
6.413786359141e+006,4.823672112578e+023,3.562178792422e+017,1.140196784413e-003,4.198456481457e-004
6.445935597054e+006,4.937714324197e+023,3.626351790146e+017,1.144042354055e-003,4.198740258990e-004
6.478245983692e+006,5.054398578742e+023,3.691652543288e+017,1.147888592358e-003,4.199022967080e-004
6.510718326818e+006,5.173785134510e+023,3.758100503403e+017,1.151735497799e-003,4.199304607251e-004
6.543353438241e+006,5.295935607130e+023,3.825715452671e+017,1.155583068858e-003,4.199585181022e-004
6.576152133841e+006,5.420912999826e+023,3.894517509455e+017,1.159431304019e-003,4.199864689914e-004
6.609115233586e+006,5.548781734350e+023,3.964527133945e+017,1.163280201766e-003,4.200143135442e-004
6.642243561557e+006,5.679607682602e+023,4.035765133900e+017,1.167129760586e-003,4.200420519122e-004
6.675537945962e+006,5.813458198946e+023,4.108252670484e+017,1.170979978968e-003,4.200696842464e-004
6.708999219164e+006,5.950402153242e+023,4.182011264196e+017,1.174830855402e-003,4.200972106981e-004
6.742628217696e+006,6.090509964608e+023,4.257062800907e+017,1.178682388381e-003,4.201246314178e-004
6.776425782284e+006,6.233853635923e+023,4.333429537987e+017,1.182534576402e-003,4.201519465562e-004
6.810392757870e+006,6.380506789102e+023,4.411134110539e+017,1.186387417962e-003,4.201791562636e-004
6.844529993630e+006,6.530544701140e+023,4.490199537740e+017,1.190240911559e-003,4.202062606902e-004
6.878838342995e+006,6.684044340958e+023,4.570649229281e+017,1.194095055696e-003,4.202332599859e-004
6.913318663678e+006,6.841084407060e+023,4.652506991916e+017,1.197949848876e-003,4.202601543002e-004
6.947971817687e+006,7.001745366023e+023,4.735797036124e+017,1.201805289604e-003,4.202869437828e-004
6.982798671354e+006,7.166109491837e+023,4.820543982873e+017,1.205661376390e-003,4.203136285828e-004
7.017800095351e+006,7.334260906108e+023,4.906772870507e+017,1.209518107742e-003,4.203402088494e-004
7.052976964716e+006,7.506285619157e+023,4.994509161739e+017,1.213375482173e-003,4.203666847312e-004
7.088330158873e+006,7.682271572015e+023,5.083778750763e+017,1.217233498197e-003,4.203930563770e-004
7.123860561653e+006,7.862308679358e+023,5.174607970486e+017,1.221092154330e-003,4.204193239351e-004
7.159569061317e+006,8.046488873374e+023,5.267023599876e+017,1.224951449090e-003,4.204454875537e-004
7.195456550582e+006,8.234906148610e+023,5.361052871436e+017,1.228811380998e-003,4.204715473807e-004
7.231523926634e+006,8.427656607801e+023,5.456723478800e+017,1.232671948576e-003,4.204975035639e-004
7.267772091162e+006,8.624838508709e+023,5.554063584452e+017,1.236533150348e-003,4.205233562507e-004
7.304201950370e+006,8.826552311999e+023,5.653101827584e+017,1.240394984842e-003,4.205491055886e-004
7.340814415008e+006,9.032900730168e+023,5.753867332069e+017,1.244257450586e-003,4.205747517247e-004
7.377610400388e+006,9.243988777551e+023,5.856389714578e+017,1.248120546110e-003,4.206002948057e-004
7.414590826412e+006,9.459923821431e+023,5.960699092827e+017,1.251984269947e-003,4.206257349784e-004
7.451756617594e+006,9.680815634272e+023,6.066826093960e+017,1.255848620632e-003,4.206510723892e-004
7.489108703078e+006,9.906776447107e+023,6.174801863078e+017,1.259713596703e-003,4.206763071844e-004
7.526648016671e+006,1.013792100410e+024,6.284658071895e+017,1.263579196697e-003,4.207014395101e-004
7.564375496856e+006,1.037436661831e+024,6.396426927554e+017,1.267445419155e-003,4.207264695120e-004
7.602292086822e+006,1.061623322866e+024,6.510141181577e+017,1.271312262622e-003,4.207513973357e-004
7.640398734487e+006,1.086364345824e+024,6.625834138974e+017,1.275179725641e-003,4.207762231267e-004
7.678696392518e+006,1.111672267376e+024,6.743539667486e+017,1.279047806760e-003,4.208009470302e-004
7.717186018358e+006,1.137559904645e+024,6.863292207005e+017,1.282916504528e-003,4.208255691911e-004
7.755868574251e+006,1.164040361420e+024,6.985126779127e+017,1.286785817495e-003,4.208500897542e-004
7.794745027262e+006,1.191127034511e+024,7.109078996879e+017,1.290655744216e-003,4.208745088641e-004
7.833816349305e+006,1.218833620246e+024,7.235185074598e+017,1.294526283245e-003,4.208988266651e-004
7.873083517165e+006,1.247174121105e+024,7.363481837981e+017,1.298397433140e-003,4.209230433014e-004
7.912547512522e+006,1.276162852503e+024,7.494006734295e+017,1.302269192459e-003,4.209471589168e-004
7.952209321980e+006,1.305814449725e+024,7.626797842758e+017,1.306141559764e-003,4.209711736552e-004
7.992069937084e+006,1.336143875010e+024,7.761893885093e+017,1.310014533618e-003,4.209950876601e-004
8.032130354354e+006,1.367166424789e+024,7.899334236261e+017,1.313888112586e-003,4.210189010747e-004
8.072391575301e+006,1.398897737088e+024,8.039158935358e+017,1.317762295236e-003,4.210426140422e-004
8.112854606457e+006,1.431353799088e+024,8.181408696709e+017,1.321637080137e-003,4.210662267054e-004
8.153520459401e+006,1.464550954854e+024,8.326124921133e+017,1.325512465860e-003,4.210897392071e-004
8.194390150781e+006,1.498505913234e+024,8.473349707404e+017,1.329388450978e-003,4.211131516898e-004
8.235464702342e+006,1.533235755930e+024,8.623125863892e+017,1.333265034066e-003,4.211364642957e-004
8.276745140950e+006,1.568757945749e+024,8.775496920404e+017,1.337142213703e-003,4.211596771668e-004
8.318232498617e+006,1.605090335030e+024,8.930507140217e+017,1.341019988466e-003,4.211827904452e-004
8.359927812529e+006,1.642251174263e+024,9.088201532314e+017,1.344898356937e-003,4.212058042724e-004
8.401832125073e+006,1.680259120892e+024,9.248625863817e+017,1.348777317700e-003,4.212287187898e-004
8.443946483857e+006,1.719133248312e+024,9.411826672629e+017,1.352656869339e-003,4.212515341389e-004
8.486271941743e+006,1.758893055067e+024,9.577851280286e+017,1.356537010442e-003,4.212742504605e-004
8.528809556869e+006,1.799558474246e+024,9.746747805017e+017,1.360417739597e-003,4.212968678956e-004
8.571560392679e+006,1.841149883087e+024,9.918565175024e+017,1.364299055396e-003,4.213193865848e-004
8.614525517945e+006,1.883688112790e+024,1.009335314198e+018,1.368180956432e-003,4.213418066685e-004
8.657706006798e+006,1.927194458549e+024,1.027116229475e+018,1.372063441300e-003,4.213641282870e-004
8.701102938751e+006,1.971690689801e+024,1.045204407334e+018,1.375946508596e-003,4.213863515804e-004
8.744717398731e+006,2.017199060700e+024,1.063605078307e+018,1.379830156920e-003,4.214084766884e-004
8.788550477102e+006,2.063742320822e+024,1.082323560901e+018,1.383714384873e-003,4.214305037507e-004
8.832603269693e+006,2.111343726103e+024,1.101365263058e+018,1.387599191057e-003,4.214524329067e-004
8.876876877825e+006,2.160027050019e+024,1.120735683650e+018,1.391484574077e-003,4.214742642957e-004
8.921372408341e+006,2.209816595012e+024,1.140440413989e+018,1.395370532540e-003,4.214959980568e-004
8.966090973632e+006,2.260737204160e+024,1.160485139369e+018,1.399257065054e-003,4.215176343286e-004
9.011033691665e+006,2.312814273110e+024,1.180875640625e+018,1.403144170231e-003,4.215391732499e-004
9.056201686009e+006,2.366073762273e+024,1.201617795730e+018,1.407031846682e-003,4.215606149591e-004
9.101596085867e+006,2.420542209275e+024,1.222717581405e+018,1.410920093023e-003,4.215819595945e-004
9.147218026102e+006,2.476246741698e+024,1.244181074768e+018,1.414808907869e-003,4.216032072940e-004
9.193068647263e+006,2.533215090084e+024,1.266014454998e+018,1.418698289839e-003,4.216243581955e-004
9.239149095619e+006,2.591475601237e+024,1.288224005038e+018,1.422588237553e-003,4.216454124367e-004
9.285460523184e+006,2.651057251805e+024,1.310816113316e+018,1.426478749633e-003,4.216663701550e-004
9.332004087746e+006,2.711989662167e+024,1.333797275503e+018,1.430369824704e-003,4.216872314877e-004
9.378780952896e+006,2.774303110623e+024,1.357174096295e+018,1.434261461392e-003,4.217079965717e-004
9.425792288058e+006,2.838028547891e+024,1.380953291225e+018,1.438153658324e-003,4.217286655440e-004
9.473039268518e+006,2.903197611926e+024,1.405141688504e+018,1.442046414130e-003,4.217492385411e-004
9.520523075453e+006,2.969842643061e+024,1.429746230897e+018,1.445939727442e-003,4.217697156996e-004
9.568244895961e+006,3.037996699477e+024,1.454773977624e+018,1.449833596894e-003,4.217900971558e-004
9.616205923090e+006,3.107693573019e+024,1.480232106298e+018,1.453728021122e-003,4.218103830456e-004
9.664407355868e+006,3.178967805349e+024,1.506127914887e+018,1.457622998762e-003,4.218305735049e-004
9.712850399333e+006,3.251854704458e+024,1.532468823720e+018,1.461518528454e-003,4.218506686695e-004
9.761536264564e+006,3.326390361539e+024,1.559262377512e+018,1.465414608840e-003,4.218706686748e-004
9.810466168710e+006,3.402611668227e+024,1.586516247435e+018,1.469311238563e-003,4.218905736561e-004
9.859641335021e+006,3.480556334216e+024,1.614238233219e+018,1.473208416267e-003,4.219103837485e-004
9.909062992879e+006,3.560262905266e+024,1.642436265279e+018,1.477106140599e-003,4.219300990869e-004
9.958732377828e+006,3.641770781593e+024,1.671118406894e+018,1.481004410210e-003,4.219497198060e-004
1.000865073160e+007,3.725120236678e+024,1.700292856405e+018,1.484903223748e-003,4.219692460403e-004
1.005881930217e+007,3.810352436466e+024,1.729967949461e+018,1.488802579867e-003,4.219886779242e-004
1.010923934374e+007,3.897509459005e+024,1.760152161295e+018,1.492702477221e-003,4.220080155917e-004
1.015991211683e+007,3.986634314502e+024,1.790854109043e+018,1.496602914467e-003,4.220272591768e-004
1.021083888824e+007,4.077770965816e+024,1.822082554094e+018,1.500503890262e-003,4.220464088132e-004
1.026202093116e+007,4.170964349412e+024,1.853846404487e+018,1.504405403268e-003,4.220654646346e-004
1.031345952514e+007,4.266260396754e+024,1.886154717343e+018,1.508307452145e-003,4.220844267742e-004
1.036515595614e+007,4.363706056186e+024,1.919016701335e+018,1.512210035557e-003,4.221032953653e-004
1.041711151658e+007,4.463349315268e+024,1.952441719202e+018,1.516113152171e-003,4.221220705407e-004
1.046932750535e+007,4.565239223623e+024,1.986439290305e+018,1.520016800654e-003,4.221407524334e-004
1.052180522786e+007,4.669425916265e+024,2.021019093223e+018,1.523920979674e-003,4.221593411759e-004
1.057454599604e+007,4.775960637446e+024,2.056190968391e+018,1.527825687904e-003,4.221778369005e-004
1.062755112843e+007,4.884895765022e+024,2.091964920784e+018,1.531730924016e-003,4.221962397397e-004
1.068082195014e+007,4.996284835345e+024,2.128351122643e+018,1.535636686686e-003,4.222145498253e-004
1.073435979296e+007,5.110182568709e+024,2.165359916247e+018,1.539542974589e-003,4.222327672892e-004
1.078816599534e+007,5.226644895341e+024,2.203001816730e+018,1.543449786406e-003,4.222508922631e-004
1.084224190242e+007,5.345728981968e+024,2.241287514946e+018,1.547357120815e-003,4.222689248784e-004
1.089658886612e+007,5.467493258953e+024,2.280227880377e+018,1.551264976500e-003,4.222868652665e-004
1.095120824511e+007,5.591997448035e+024,2.319833964093e+018,1.555173352144e-003,4.223047135583e-004
1.100610140487e+007,5.719302590669e+024,2.360117001760e+018,1.559082246433e-003,4.223224698849e-004
1.106126971775e+007,5.849471076977e+024,2.401088416695e+018,1.562991658056e-003,4.223401343769e-004
1.111671456294e+007,5.982566675345e+024,2.442759822974e+018,1.566901585701e-003,4.223577071649e-004
1.117243732657e+007,6.118654562651e+024,2.485143028590e+018,1.570812028061e-003,4.223751883792e-004
1.122843940172e+007,6.257801355165e+024,2.528250038660e+018,1.574722983828e-003,4.223925781500e-004
1.128472218844e+007,6.400075140110e+024,2.572093058691e+018,1.578634451697e-003,4.224098766073e-004
1.134128709380e+007,6.545545507921e+024,2.616684497894e+018,1.582546430365e-003,4.224270838807e-004
1.139813553193e+007,6.694283585204e+024,2.662036972558e+018,1.586458918532e-003,4.224442001001e-004
1.145526892405e+007,6.846362068412e+024,2.708163309469e+018,1.590371914897e-003,4.224612253947e-004
1.151268869848e+007,7.001855258254e+024,2.755076549401e+018,1.594285418162e-003,4.224781598938e-004
1.157039629073e+007,7.160839094860e+024,2.802789950646e+018,1.598199427032e-003,4.224950037264e-004
1.162839314349e+007,7.323391193701e+024,2.851316992622e+018,1.602113940213e-003,4.225117570215e-004
1.168668070668e+007,7.489590882306e+024,2.900671379518e+018,1.606028956413e-003,4.225284199076e-004
1.174526043750e+007,7.659519237768e+024,2.950867044022e+018,1.609944474340e-003,4.225449925134e-004
1.180413380044e+007,7.833259125066e+024,3.001918151091e+018,1.613860492706e-003,4.225614749671e-004
1.186330226734e+007,8.010895236234e+024,3.053839101792e+018,1.617777010224e-003,4.225778673968e-004
1.192276731742e+007,8.192514130366e+024,3.106644537207e+018,1.621694025609e-003,4.225941699306e-004
1.198253043730e+007,8.378204274509e+024,3.160349342399e+018,1.625611537578e-003,4.226103826961e-004
1.204259312106e+007,8.568056085429e+024,3.214968650442e+018,1.629529544849e-003,4.226265058210e-004
1.210295687028e+007,8.762161972306e+024,3.270517846520e+018,1.633448046142e-003,4.226425394326e-004
1.216362319406e+007,8.960616380336e+024,3.327012572093e+018,1.637367040179e-003,4.226584836583e-004
1.222459360904e+007,9.163515835303e+024,3.384468729130e+018,1.641286525684e-003,4.226743386250e-004
1.228586963951e+007,9.370958989108e+024,3.442902484411e+018,1.645206501383e-003,4.226901044596e-004
1.234745281735e+007,9.583046666291e+024,3.502330273903e+018,1.649126966002e-003,4.227057812888e-004
1.240934468216e+007,9.799881911568e+024,3.562768807202e+018,1.653047918271e-003,4.227213692391e-004
1.247154678123e+007,1.002157003840e+025,3.624235072054e+018,1.656969356921e-003,4.227368684369e-004
1.253406066962e+007,1.024821867863e+025,3.686746338946e+018,1.660891280684e-003,4.227522790082e-004
1.259688791018e+007,1.047993783315e+025,3.750320165773e+018,1.664813688294e-003,4.227676010790e-004
1.266003007359e+007,1.071683992378e+025,3.814974402585e+018,1.668736578488e-003,4.227828347752e-004
1.272348873842e+007,1.095903984612e+025,3.880727196403e+018,1.672659950003e-003,4.227979802222e-004
1.278726549112e+007,1.120665502371e+025,3.947596996127e+018,1.676583801579e-003,4.228130375457e-004
1.285136192613e+007,1.145980546323e+025,4.015602557511e+018,1.680508131958e-003,4.228280068707e-004
1.291577964586e+007,1.171861381103e+025,4.084762948230e+018,1.684432939882e-003,4.228428883225e-004
1.298052026075e+007,1.198320541075e+025,4.155097553025e+018,1.688358224096e-003,4.228576820258e-004
1.304558538932e+007,1.225370836232e+025,4.226626078931e+018,1.692283983347e-003,4.228723881054e-004
1.311097665821e+007,1.253025358214e+025,4.299368560594e+018,1.696210216383e-003,4.228870066859e-004
1.317669570219e+007,1.281297486468e+025,4.373345365674e+018,1.700136921955e-003,4.229015378916e-004
1.324274416426e+007,1.310200894526e+025,4.448577200339e+018,1.704064098813e-003,4.229159818466e-004
1.330912369562e+007,1.339749556439e+025,4.525085114840e+018,1.707991745712e-003,4.229303386752e-004
1.337583595576e+007,1.369957753331e+025,4.602890509189e+018,1.711919861407e-003,4.229446085009e-004
1.344288261250e+007,1.400840080111e+025,4.682015138924e+018,1.715848444655e-003,4.229587914476e-004
1.351026534201e+007,1.432411452323e+025,4.762481120965e+018,1.719777494213e-003,4.229728876387e-004
1.357798582885e+007,1.464687113145e+025,4.844310939576e+018,1.723707008844e-003,4.229868971975e-004
1.364604576605e+007,1.497682640543e+025,4.927527452414e+018,1.727636987309e-003,4.230008202472e-004
1.371444685510e+007,1.531413954576e+025,5.012153896682e+018,1.731567428371e-003,4.230146569107e-004
1.378319080603e+007,1.565897324868e+025,5.098213895384e+018,1.735498330797e-003,4.230284073108e-004
1.385227933746e+007,1.601149378229e+025,5.185731463679e+018,1.739429693353e-003,4.230420715702e-004
1.392171417659e+007,1.637187106455e+025,5.274731015341e+018,1.743361514809e-003,4.230556498112e-004
1.399149705930e+007,1.674027874287e+025,5.365237369325e+018,1.747293793935e-003,4.230691421562e-004
1.406162973016e+007,1.711689427549e+025,5.457275756438e+018,1.751226529504e-003,4.230825487272e-004
1.413211394250e+007,1.750189901463e+025,5.550871826123e+018,1.755159720289e-003,4.230958696462e-004
1.420295145842e+007,1.789547829135e+025,5.646051653351e+018,1.759093365067e-003,4.231091050349e-004
1.427414404887e+007,1.829782150239e+025,5.742841745624e+018,1.763027462615e-003,4.231222550149e-004
1.434569349367e+007,1.870912219880e+025,5.841269050099e+018,1.766962011712e-003,4.231353197076e-004
1.441760158155e+007,1.912957817649e+025,5.941360960822e+018,1.770897011139e-003,4.231482992343e-004
