phi,V,dV_dphi,lambda_eff,beta_lambda
1.527221073619e+006,9.640711084184e+019,9.766848411499e+014,7.088615611466e-005,4.066040402553e-004
1.534876301107e+006,1.033236484358e+020,1.004515075434e+015,7.446740195271e-005,4.066704105018e-004
1.542569900583e+006,1.104819997489e+020,1.032967568846e+015,7.804985598776e-005,4.067366192027e-004
1.550302064387e+006,1.178891433432e+020,1.062054827751e+015,8.163351592721e-005,4.068026665929e-004
1.558072985823e+006,1.255522416200e+020,1.091789595119e+015,8.521837948180e-005,4.068685529066e-004
1.565882859165e+006,1.334786454093e+020,1.122184854827e+015,8.880444436561e-005,4.069342783778e-004
1.573731879660e+006,1.416758986709e+020,1.153253836043e+015,9.239170829604e-005,4.069998432400e-004
1.581620243534e+006,1.501517433079e+020,1.185010017681e+015,9.598016899380e-005,4.070652477265e-004
1.589548147996e+006,1.589141240965e+020,1.217467132940e+015,9.956982418293e-005,4.071304920702e-004
1.597515791245e+006,1.679711937344e+020,1.250639173919e+015,1.031606715908e-004,4.071955765035e-004
1.605523372472e+006,1.773313180102e+020,1.284540396318e+015,1.067527089479e-004,4.072605012586e-004
1.613571091867e+006,1.870030810978e+020,1.319185324218e+015,1.103459339884e-004,4.073252665673e-004
1.621659150623e+006,1.969952909769e+020,1.354588754949e+015,1.139403444494e-004,4.073898726610e-004
1.629787750942e+006,2.073169849843e+020,1.390765764040e+015,1.175359380715e-004,4.074543197708e-004
1.637957096040e+006,2.179774354983e+020,1.427731710259e+015,1.211327125984e-004,4.075186081273e-004
1.646167390151e+006,2.289861557594e+020,1.465502240744e+015,1.247306657772e-004,4.075827379610e-004
1.654418838532e+006,2.403529058300e+020,1.504093296217e+015,1.283297953584e-004,4.076467095018e-004
1.662711647470e+006,2.520876986973e+020,1.543521116299e+015,1.319300990954e-004,4.077105229792e-004
1.671046024287e+006,2.642008065227e+020,1.583802244915e+015,1.355315747453e-004,4.077741786227e-004
1.679422177340e+006,2.767027670392e+020,1.624953535789e+015,1.391342200681e-004,4.078376766612e-004
1.687840316036e+006,2.896043901035e+020,1.666992158044e+015,1.427380328272e-004,4.079010173231e-004
1.696300650827e+006,3.029167644038e+020,1.709935601900e+015,1.463430107892e-004,4.079642008368e-004
1.704803393223e+006,3.166512643274e+020,1.753801684462e+015,1.499491517241e-004,4.080272274300e-004
1.713348755793e+006,3.308195569934e+020,1.798608555623e+015,1.535564534049e-004,4.080900973303e-004
1.721936952171e+006,3.454336094521e+020,1.844374704064e+015,1.571649136080e-004,4.081528107648e-004
1.730568197062e+006,3.605056960571e+020,1.891118963361e+015,1.607745301129e-004,4.082153679604e-004
1.739242706249e+006,3.760484060116e+020,1.938860518197e+015,1.643853007025e-004,4.082777691434e-004
1.747960696593e+006,3.920746510964e+020,1.987618910686e+015,1.679972231627e-004,4.083400145400e-004
1.756722386046e+006,4.085976735803e+020,2.037414046811e+015,1.716102952827e-004,4.084021043760e-004
1.765527993651e+006,4.256310543196e+020,2.088266202965e+015,1.752245148550e-004,4.084640388767e-004
1.774377739547e+006,4.431887210501e+020,2.140196032617e+015,1.788398796752e-004,4.085258182673e-004
1.783271844979e+006,4.612849568760e+020,2.193224573092e+015,1.824563875420e-004,4.085874427723e-004
1.792210532300e+006,4.799344089607e+020,2.247373252467e+015,1.860740362574e-004,4.086489126162e-004
1.801194024977e+006,4.991520974240e+020,2.302663896591e+015,1.896928236268e-004,4.087102280229e-004
1.810222547599e+006,5.189534244505e+020,2.359118736228e+015,1.933127474583e-004,4.087713892163e-004
1.819296325879e+006,5.393541836143e+020,2.416760414322e+015,1.969338055635e-004,4.088323964194e-004
1.828415586662e+006,5.603705694242e+020,2.475611993395e+015,2.005559957572e-004,4.088932498555e-004
1.837580557930e+006,5.820191870961e+020,2.535696963068e+015,2.041793158571e-004,4.089539497470e-004
1.846791468807e+006,6.043170625562e+020,2.597039247722e+015,2.078037636844e-004,4.090144963162e-004
1.856048549568e+006,6.272816526813e+020,2.659663214282e+015,2.114293370632e-004,4.090748897852e-004
1.865352031639e+006,6.509308557816e+020,2.723593680148e+015,2.150560338208e-004,4.091351303755e-004
1.874702147607e+006,6.752830223316e+020,2.788855921259e+015,2.186838517877e-004,4.091952183084e-004
1.884099131227e+006,7.003569659541e+020,2.855475680297e+015,2.223127887974e-004,4.092551538048e-004
1.893543217424e+006,7.261719746649e+020,2.923479175042e+015,2.259428426868e-004,4.093149370853e-004
1.903034642299e+006,7.527478223825e+020,2.992893106862e+015,2.295740112957e-004,4.093745683702e-004
1.912573643140e+006,7.801047807092e+020,3.063744669361e+015,2.332062924671e-004,4.094340478792e-004
1.922160458421e+006,8.082636309914e+020,3.136061557174e+015,2.368396840470e-004,4.094933758321e-004
1.931795327814e+006,8.372456766635e+020,3.209871974912e+015,2.404741838848e-004,4.095525524480e-004
1.941478492191e+006,8.670727558834e+020,3.285204646273e+015,2.441097898328e-004,4.096115779458e-004
1.951210193631e+006,8.977672544654e+020,3.362088823301e+015,2.477464997463e-004,4.096704525440e-004
1.960990675428e+006,9.293521191183e+020,3.440554295816e+015,2.513843114840e-004,4.097291764610e-004
1.970820182094e+006,9.618508709954e+020,3.520631401000e+015,2.550232229073e-004,4.097877499145e-004
1.980698959366e+006,9.952876195623e+020,3.602351033157e+015,2.586632318812e-004,4.098461731221e-004
1.990627254216e+006,1.029687076793e+021,3.685744653640e+015,2.623043362733e-004,4.099044463011e-004
2.000605314852e+006,1.065074571697e+021,3.770844300952e+015,2.659465339546e-004,4.099625696682e-004
2.010633390724e+006,1.101476065192e+021,3.857682601021e+015,2.695898227990e-004,4.100205434401e-004
2.020711732535e+006,1.138918165322e+021,3.946292777658e+015,2.732342006835e-004,4.100783678330e-004
2.030840592245e+006,1.177428142836e+021,4.036708663192e+015,2.768796654882e-004,4.101360430627e-004
2.041020223076e+006,1.217033947129e+021,4.128964709296e+015,2.805262150962e-004,4.101935693448e-004
2.051250879519e+006,1.257764222562e+021,4.223095997994e+015,2.841738473938e-004,4.102509468945e-004
2.061532817340e+006,1.299648325161e+021,4.319138252869e+015,2.878225602702e-004,4.103081759266e-004
2.071866293590e+006,1.342716339708e+021,4.417127850457e+015,2.914723516177e-004,4.103652566559e-004
2.082251566604e+006,1.386999097233e+021,4.517101831844e+015,2.951232193317e-004,4.104221892964e-004
2.092688896016e+006,1.432528192919e+021,4.619097914464e+015,2.987751613104e-004,4.104789740620e-004
2.103178542760e+006,1.479336004420e+021,4.723154504101e+015,3.024281754554e-004,4.105356111665e-004
2.113720769076e+006,1.527455710614e+021,4.829310707102e+015,3.060822596710e-004,4.105921008229e-004
2.124315838522e+006,1.576921310791e+021,4.937606342797e+015,3.097374118647e-004,4.106484432442e-004
2.134964015975e+006,1.627767644292e+021,5.048081956141e+015,3.133936299469e-004,4.107046386431e-004
2.145665567639e+006,1.680030410605e+021,5.160778830572e+015,3.170509118312e-004,4.107606872317e-004
2.156420761054e+006,1.733746189933e+021,5.275739001091e+015,3.207092554339e-004,4.108165892220e-004
2.167229865100e+006,1.788952464240e+021,5.393005267574e+015,3.243686586747e-004,4.108723448257e-004
2.178093150006e+006,1.845687638793e+021,5.512621208307e+015,3.280291194759e-004,4.109279542539e-004
2.189010887355e+006,1.903991064201e+021,5.634631193764e+015,3.316906357631e-004,4.109834177178e-004
2.199983350089e+006,1.963903058974e+021,5.759080400622e+015,3.353532054646e-004,4.110387354279e-004
2.211010812522e+006,2.025464932603e+021,5.886014826010e+015,3.390168265121e-004,4.110939075946e-004
2.222093550340e+006,2.088719009181e+021,6.015481302019e+015,3.426814968398e-004,4.111489344279e-004
2.233231840612e+006,2.153708651578e+021,6.147527510455e+015,3.463472143851e-004,4.112038161374e-004
2.244425961797e+006,2.220478286169e+021,6.282201997846e+015,3.500139770885e-004,4.112585529325e-004
2.255676193748e+006,2.289073428150e+021,6.419554190715e+015,3.536817828933e-004,4.113131450222e-004
2.266982817721e+006,2.359540707438e+021,6.559634411115e+015,3.573506297457e-004,4.113675926154e-004
2.278346116383e+006,2.431927895168e+021,6.702493892428e+015,3.610205155950e-004,4.114218959203e-004
2.289766373816e+006,2.506283930818e+021,6.848184795447e+015,3.646914383933e-004,4.114760551451e-004
2.301243875528e+006,2.582658949957e+021,6.996760224725e+015,3.683633960959e-004,4.115300704975e-004
2.312778908457e+006,2.661104312641e+021,7.148274245217e+015,3.720363866608e-004,4.115839421851e-004
2.324371760979e+006,2.741672632464e+021,7.302781899203e+015,3.757104080489e-004,4.116376704148e-004
2.336022722916e+006,2.824417806294e+021,7.460339223506e+015,3.793854582244e-004,4.116912553936e-004
2.347732085542e+006,2.909395044688e+021,7.621003267008e+015,3.830615351539e-004,4.117446973279e-004
2.359500141593e+006,2.996660903022e+021,7.784832108467e+015,3.867386368074e-004,4.117979964239e-004
2.371327185271e+006,3.086273313336e+021,7.951884874642e+015,3.904167611575e-004,4.118511528876e-004
2.383213512252e+006,3.178291616926e+021,8.122221758732e+015,3.940959061799e-004,4.119041669244e-004
2.395159419694e+006,3.272776597684e+021,8.295904039134e+015,3.977760698530e-004,4.119570387396e-004
2.407165206247e+006,3.369790516214e+021,8.472994098522e+015,4.014572501584e-004,4.120097685382e-004
2.419231172055e+006,3.469397144740e+021,8.653555443258e+015,4.051394450804e-004,4.120623565248e-004
2.431357618769e+006,3.571661802822e+021,8.837652723134e+015,4.088226526061e-004,4.121148029036e-004
2.443544849550e+006,3.676651393893e+021,9.025351751460e+015,4.125068707258e-004,4.121671078787e-004
2.455793169079e+006,3.784434442654e+021,9.216719525495e+015,4.161920974323e-004,4.122192716537e-004
2.468102883565e+006,3.895081133321e+021,9.411824247227e+015,4.198783307217e-004,4.122712944322e-004
2.480474300752e+006,4.008663348767e+021,9.610735344521e+015,4.235655685927e-004,4.123231764170e-004
2.492907729926e+006,4.125254710563e+021,9.813523492618e+015,4.272538090469e-004,4.123749178110e-004
2.505403481923e+006,4.244930619948e+021,1.002026063602e+016,4.309430500888e-004,4.124265188166e-004
2.517961869137e+006,4.367768299740e+021,1.023102001072e+016,4.346332897258e-004,4.124779796360e-004
2.530583205529e+006,4.493846837227e+021,1.044587616689e+016,4.383245259681e-004,4.125293004711e-004
2.543267806634e+006,4.623247228032e+021,1.066490499184e+016,4.420167568288e-004,4.125804815232e-004
2.556015989565e+006,4.756052421007e+021,1.088818373349e+016,4.457099803238e-004,4.126315229937e-004
2.568828073030e+006,4.892347364150e+021,1.111579102417e+016,4.494041944719e-004,4.126824250836e-004
2.581704377330e+006,5.032219051589e+021,1.134780690486e+016,4.530993972947e-004,4.127331879933e-004
2.594645224375e+006,5.175756571649e+021,1.158431284986e+016,4.567955868167e-004,4.127838119232e-004
2.607650937684e+006,5.323051156021e+021,1.182539179183e+016,4.604927610651e-004,4.128342970734e-004
2.620721842404e+006,5.474196230070e+021,1.207112814733e+016,4.641909180701e-004,4.128846436435e-004
2.633858265305e+006,5.629287464302e+021,1.232160784274e+016,4.678900558645e-004,4.129348518328e-004
2.647060534801e+006,5.788422827014e+021,1.257691834066e+016,4.715901724842e-004,4.129849218406e-004
2.660328980948e+006,5.951702638156e+021,1.283714866677e+016,4.752912659677e-004,4.130348538657e-004
2.673663935458e+006,6.119229624434e+021,1.310238943710e+016,4.789933343564e-004,4.130846481064e-004
2.687065731705e+006,6.291108975680e+021,1.337273288583e+016,4.826963756944e-004,4.131343047610e-004
2.700534704736e+006,6.467448402523e+021,1.364827289353e+016,4.864003880288e-004,4.131838240274e-004
2.714071191275e+006,6.648358195376e+021,1.392910501589e+016,4.901053694092e-004,4.132332061032e-004
2.727675529735e+006,6.833951284790e+021,1.421532651297e+016,4.938113178884e-004,4.132824511857e-004
2.741348060226e+006,7.024343303186e+021,1.450703637889e+016,4.975182315216e-004,4.133315594718e-004
2.755089124560e+006,7.219652648013e+021,1.480433537212e+016,5.012261083670e-004,4.133805311583e-004
2.768899066267e+006,7.420000546353e+021,1.510732604618e+016,5.049349464854e-004,4.134293664416e-004
2.782778230594e+006,7.625511121004e+021,1.541611278097e+016,5.086447439407e-004,4.134780655177e-004
2.796726964522e+006,7.836311458090e+021,1.573080181458e+016,5.123554987992e-004,4.135266285825e-004
2.810745616770e+006,8.052531676213e+021,1.605150127563e+016,5.160672091302e-004,4.135750558315e-004
2.824834537804e+006,8.274304997198e+021,1.637832121622e+016,5.197798730057e-004,4.136233474599e-004
2.838994079849e+006,8.501767818456e+021,1.671137364540e+016,5.234934885004e-004,4.136715036626e-004
2.853224596894e+006,8.735059787007e+021,1.705077256324e+016,5.272080536919e-004,4.137195246343e-004
2.867526444703e+006,8.974323875199e+021,1.739663399545e+016,5.309235666603e-004,4.137674105692e-004
2.881899980822e+006,9.219706458163e+021,1.774907602862e+016,5.346400254887e-004,4.138151616614e-004
2.896345564590e+006,9.471357393042e+021,1.810821884607e+016,5.383574282628e-004,4.138627781046e-004
2.910863557149e+006,9.729430100032e+021,1.847418476429e+016,5.420757730710e-004,4.139102600923e-004
2.925454321448e+006,9.994081645278e+021,1.884709826999e+016,5.457950580047e-004,4.139576078177e-004
2.940118222257e+006,1.026547282567e+022,1.922708605784e+016,5.495152811577e-004,4.140048214737e-004
2.954855626175e+006,1.054376825558e+022,1.961427706881e+016,5.532364406266e-004,4.140519012527e-004
2.969666901638e+006,1.082913645557e+022,2.000880252916e+016,5.569585345109e-004,4.140988473471e-004
2.984552418928e+006,1.112174994315e+022,2.041079599013e+016,5.606815609125e-004,4.141456599488e-004
2.999512550184e+006,1.142178532558e+022,2.082039336829e+016,5.644055179365e-004,4.141923392497e-004
3.014547669410e+006,1.172942339484e+022,2.123773298657e+016,5.681304036901e-004,4.142388854410e-004
3.029658152484e+006,1.204484922471e+022,2.166295561601e+016,5.718562162836e-004,4.142852987140e-004
3.044844377171e+006,1.236825227012e+022,2.209620451820e+016,5.755829538300e-004,4.143315792594e-004
3.060106723125e+006,1.269982646872e+022,2.253762548846e+016,5.793106144448e-004,4.143777272679e-004
3.075445571906e+006,1.303977034481e+022,2.298736689979e+016,5.830391962463e-004,4.144237429296e-004
3.090861306988e+006,1.338828711564e+022,2.344557974746e+016,5.867686973555e-004,4.144696264346e-004
3.106354313762e+006,1.374558480009e+022,2.391241769451e+016,5.904991158961e-004,4.145153779726e-004
3.121924979557e+006,1.411187632987e+022,2.438803711793e+016,5.942304499943e-004,4.145609977329e-004
3.137573693638e+006,1.448737966325e+022,2.487259715560e+016,5.979626977791e-004,4.146064859047e-004
3.153300847226e+006,1.487231790136e+022,2.536625975415e+016,6.016958573823e-004,4.146518426768e-004
3.169106833498e+006,1.526691940719e+022,2.586918971752e+016,6.054299269382e-004,4.146970682378e-004
3.184992047607e+006,1.567141792722e+022,2.638155475640e+016,6.091649045837e-004,4.147421627760e-004
3.200956886682e+006,1.608605271589e+022,2.690352553853e+016,6.129007884585e-004,4.147871264793e-004
3.217001749847e+006,1.651106866289e+022,2.743527573977e+016,6.166375767049e-004,4.148319595354e-004
3.233127038223e+006,1.694671642331e+022,2.797698209618e+016,6.203752674679e-004,4.148766621318e-004
3.249333154943e+006,1.739325255083e+022,2.852882445684e+016,6.241138588951e-004,4.149212344556e-004
3.265620505161e+006,1.785093963382e+022,2.909098583769e+016,6.278533491366e-004,4.149656766936e-004
3.281989496062e+006,1.832004643464e+022,2.966365247619e+016,6.315937363455e-004,4.150099890325e-004
3.298440536872e+006,1.880084803211e+022,3.024701388698e+016,6.353350186770e-004,4.150541716585e-004
3.314974038866e+006,1.929362596711e+022,3.084126291844e+016,6.390771942895e-004,4.150982247577e-004
3.331590415384e+006,1.979866839159e+022,3.144659581027e+016,6.428202613436e-004,4.151421485158e-004
3.348290081837e+006,2.031627022096e+022,3.206321225197e+016,6.465642180027e-004,4.151859431183e-004
3.365073455715e+006,2.084673328988e+022,3.269131544236e+016,6.503090624328e-004,4.152296087503e-004
3.381940956605e+006,2.139036651164e+022,3.333111215016e+016,6.540547928025e-004,4.152731455967e-004
3.398893006196e+006,2.194748604113e+022,3.398281277547e+016,6.578014072830e-004,4.153165538422e-004
3.415930028288e+006,2.251841544154e+022,3.464663141244e+016,6.615489040481e-004,4.153598336712e-004
3.433052448809e+006,2.310348585481e+022,3.532278591289e+016,6.652972812742e-004,4.154029852676e-004
3.450260695820e+006,2.370303617597e+022,3.601149795109e+016,6.690465371403e-004,4.154460088154e-004
3.467555199528e+006,2.431741323142e+022,3.671299308959e+016,6.727966698281e-004,4.154889044980e-004
3.484936392297e+006,2.494697196123e+022,3.742750084619e+016,6.765476775216e-004,4.155316724986e-004
3.502404708657e+006,2.559207560565e+022,3.815525476205e+016,6.802995584077e-004,4.155743130003e-004
3.519960585317e+006,2.625309589576e+022,3.889649247094e+016,6.840523106756e-004,4.156168261858e-004
3.537604461176e+006,2.693041324846e+022,3.965145576967e+016,6.878059325174e-004,4.156592122375e-004
3.555336777329e+006,2.762441696596e+022,4.042039068976e+016,6.915604221275e-004,4.157014713374e-004
3.573157977088e+006,2.833550543961e+022,4.120354757020e+016,6.953157777029e-004,4.157436036676e-004
3.591068505982e+006,2.906408635857e+022,4.200118113164e+016,6.990719974433e-004,4.157856094097e-004
3.609068811776e+006,2.981057692300e+022,4.281355055163e+016,7.028290795508e-004,4.158274887448e-004
3.627159344478e+006,3.057540406221e+022,4.364091954128e+016,7.065870222302e-004,4.158692418543e-004
3.645340556353e+006,3.135900465766e+022,4.448355642318e+016,7.103458236888e-004,4.159108689187e-004
3.663612901931e+006,3.216182577106e+022,4.534173421061e+016,7.141054821363e-004,4.159523701187e-004
3.681976838023e+006,3.298432487763e+022,4.621573068811e+016,7.178659957852e-004,4.159937456345e-004
3.700432823727e+006,3.382697010455e+022,4.710582849346e+016,7.216273628504e-004,4.160349956461e-004
3.718981320445e+006,3.469024047491e+022,4.801231520096e+016,7.253895815494e-004,4.160761203332e-004
3.737622791889e+006,3.557462615713e+022,4.893548340621e+016,7.291526501020e-004,4.161171198753e-004
3.756357704098e+006,3.648062871995e+022,4.987563081227e+016,7.329165667309e-004,4.161579944515e-004
3.775186525445e+006,3.740876139328e+022,5.083306031726e+016,7.366813296610e-004,4.161987442408e-004
3.794109726652e+006,3.835954933491e+022,5.180808010356e+016,7.404469371199e-004,4.162393694218e-004
3.813127780800e+006,3.933352990318e+022,5.280100372834e+016,7.442133873377e-004,4.162798701729e-004
3.832241163341e+006,4.033125293589e+022,5.381215021578e+016,7.479806785470e-004,4.163202466722e-004
3.851450352110e+006,4.135328103544e+022,5.484184415077e+016,7.517488089828e-004,4.163604990975e-004
3.870755827339e+006,4.240018986044e+022,5.589041577420e+016,7.555177768827e-004,4.164006276265e-004
3.890158071665e+006,4.347256842389e+022,5.695820107991e+016,7.592875804869e-004,4.164406324365e-004
3.909657570146e+006,4.457101939806e+022,5.804554191320e+016,7.630582180379e-004,4.164805137044e-004
3.929254810269e+006,4.569615942627e+022,5.915278607108e+016,7.668296877809e-004,4.165202716072e-004
3.948950281968e+006,4.684861944172e+022,6.028028740415e+016,7.706019879633e-004,4.165599063213e-004
3.968744477629e+006,4.802904499340e+022,6.142840592030e+016,7.743751168352e-004,4.165994180230e-004
3.988637892109e+006,4.923809657948e+022,6.259750789000e+016,7.781490726493e-004,4.166388068883e-004
4.008631022743e+006,5.047644998812e+022,6.378796595356e+016,7.819238536604e-004,4.166780730930e-004
4.028724369363e+006,5.174479664599e+022,6.500015923005e+016,7.856994581262e-004,4.167172168124e-004
4.048918434301e+006,5.304384397460e+022,6.623447342814e+016,7.894758843065e-004,4.167562382220e-004
4.069213722411e+006,5.437431575470e+022,6.749130095877e+016,7.932531304638e-004,4.167951374965e-004
4.089610741076e+006,5.573695249886e+022,6.877104104975e+016,7.970311948630e-004,4.168339148107e-004
4.110110000222e+006,5.713251183239e+022,7.007409986229e+016,8.008100757715e-004,4.168725703391e-004
4.130712012333e+006,5.856176888293e+022,7.140089060950e+016,8.045897714590e-004,4.169111042557e-004
4.151417292459e+006,6.002551667869e+022,7.275183367684e+016,8.083702801977e-004,4.169495167346e-004
4.172226358233e+006,6.152456655570e+022,7.412735674468e+016,8.121516002625e-004,4.169878079494e-004
4.193139729884e+006,6.305974857422e+022,7.552789491287e+016,8.159337299304e-004,4.170259780735e-004
4.214157930246e+006,6.463191194449e+022,7.695389082744e+016,8.197166674811e-004,4.170640272801e-004
4.235281484777e+006,6.624192546208e+022,7.840579480944e+016,8.235004111965e-004,4.171019557420e-004
4.256510921564e+006,6.789067795291e+022,7.988406498588e+016,8.272849593611e-004,4.171397636318e-004
4.277846771347e+006,6.957907872848e+022,8.138916742300e+016,8.310703102619e-004,4.171774511220e-004
4.299289567522e+006,7.130805805104e+022,8.292157626171e+016,8.348564621880e-004,4.172150183846e-004
4.320839846160e+006,7.307856760950e+022,8.448177385527e+016,8.386434134313e-004,4.172524655916e-004
4.342498146019e+006,7.489158100576e+022,8.607025090942e+016,8.424311622859e-004,4.172897929145e-004
4.364265008557e+006,7.674809425212e+022,8.768750662473e+016,8.462197070484e-004,4.173270005247e-004
4.386140977949e+006,7.864912627983e+022,8.933404884144e+016,8.500090460177e-004,4.173640885933e-004
4.408126601093e+006,8.059571945896e+022,9.101039418670e+016,8.537991774952e-004,4.174010572911e-004
4.430222427632e+006,8.258894013000e+022,9.271706822431e+016,8.575900997847e-004,4.174379067888e-004
4.452429009962e+006,8.462987914742e+022,9.445460560695e+016,8.613818111924e-004,4.174746372566e-004
4.474746903250e+006,8.671965243529e+022,9.622355023099e+016,8.651743100268e-004,4.175112488647e-004
4.497176665443e+006,8.885940155547e+022,9.802445539393e+016,8.689675945990e-004,4.175477417829e-004
4.519718857287e+006,9.105029428849e+022,9.985788395444e+016,8.727616632222e-004,4.175841161808e-004
4.542374042337e+006,9.329352522741e+022,1.017244084951e+017,8.765565142123e-004,4.176203722277e-004
4.565142786976e+006,9.559031638507e+022,1.036246114880e+017,8.803521458873e-004,4.176565100927e-004
4.588025660422e+006,9.794191781482e+022,1.055590854628e+017,8.841485565678e-004,4.176925299447e-004
4.611023234748e+006,1.003496082453e+023,1.075284331780e+017,8.879457445767e-004,4.177284319522e-004
4.634136084895e+006,1.028146957292e+023,1.095332677951e+017,8.917437082391e-004,4.177642162835e-004
4.657364788686e+006,1.053385183069e+023,1.115742130549e+017,8.955424458827e-004,4.177998831068e-004
4.680709926839e+006,1.079224446846e+023,1.136519034581e+017,8.993419558374e-004,4.178354325898e-004
4.704172082985e+006,1.105678749276e+023,1.157669844478e+017,9.031422364357e-004,4.178708649002e-004
4.727751843677e+006,1.132762411698e+023,1.179201125955e+017,9.069432860121e-004,4.179061802054e-004
4.751449798411e+006,1.160490083380e+023,1.201119557903e+017,9.107451029038e-004,4.179413786723e-004
4.775266539638e+006,1.188876748929e+023,1.223431934309e+017,9.145476854501e-004,4.179764604679e-004
4.799202662777e+006,1.217937735873e+023,1.246145166218e+017,9.183510319927e-004,4.180114257588e-004
4.823258766233e+006,1.247688722397e+023,1.269266283710e+017,9.221551408758e-004,4.180462747112e-004
4.847435451409e+006,1.278145745272e+023,1.292802437933e+017,9.259600104457e-004,4.180810074914e-004
4.871733322724e+006,1.309325207940e+023,1.316760903148e+017,9.297656390512e-004,4.181156242651e-004
4.896152987625e+006,1.341243888798e+023,1.341149078826e+017,9.335720250434e-004,4.181501251981e-004
4.920695056607e+006,1.373918949653e+023,1.365974491769e+017,9.373791667756e-004,4.181845104556e-004
4.945360143221e+006,1.407367944375e+023,1.391244798269e+017,9.411870626037e-004,4.182187802029e-004
4.970148864096e+006,1.441608827742e+023,1.416967786309e+017,9.449957108856e-004,4.182529346047e-004
4.995061838951e+006,1.476659964474e+023,1.443151377793e+017,9.488051099818e-004,4.182869738258e-004
5.020099690613e+006,1.512540138481e+023,1.469803630818e+017,9.526152582549e-004,4.183208980305e-004
5.045263045029e+006,1.549268562309e+023,1.496932741983e+017,9.564261540698e-004,4.183547073830e-004
5.070552531283e+006,1.586864886800e+023,1.524547048737e+017,9.602377957940e-004,4.183884020473e-004
5.095968781615e+006,1.625349210964e+023,1.552655031762e+017,9.640501817969e-004,4.184219821869e-004
5.121512431431e+006,1.664742092077e+023,1.581265317408e+017,9.678633104506e-004,4.184554479654e-004
5.147184119326e+006,1.705064556000e+023,1.610386680154e+017,9.716771801291e-004,4.184887995459e-004
5.172984487091e+006,1.746338107727e+023,1.640028045117e+017,9.754917892089e-004,4.185220370914e-004
5.198914179738e+006,1.788584742172e+023,1.670198490607e+017,9.793071360690e-004,4.185551607645e-004
5.224973845510e+006,1.831826955196e+023,1.700907250719e+017,9.831232190902e-004,4.185881707279e-004
5.251164135901e+006,1.876087754872e+023,1.732163717969e+017,9.869400366559e-004,4.186210671436e-004
5.277485705668e+006,1.921390673015e+023,1.763977445975e+017,9.907575871518e-004,4.186538501737e-004
5.303939212853e+006,1.967759776955e+023,1.796358152187e+017,9.945758689658e-004,4.186865199800e-004
5.330525318794e+006,2.015219681580e+023,1.829315720653e+017,9.983948804879e-004,4.187190767240e-004
5.357244688146e+006,2.063795561646e+023,1.862860204842e+017,1.002214620111e-003,4.187515205670e-004
5.384097988894e+006,2.113513164359e+023,1.897001830509e+017,1.006035086229e-003,4.187838516699e-004
5.411085892373e+006,2.164398822237e+023,1.931750998603e+017,1.009856277239e-003,4.188160701937e-004
5.438209073280e+006,2.216479466263e+023,1.967118288237e+017,1.013678191541e-003,4.188481762989e-004
5.465468209698e+006,2.269782639324e+023,2.003114459693e+017,1.017500827536e-003,4.188801701458e-004
5.492863983105e+006,2.324336509955e+023,2.039750457488e+017,1.021324183628e-003,4.189120518946e-004
5.520397078399e+006,2.380169886380e+023,2.077037413485e+017,1.025148258222e-003,4.189438217051e-004
5.548068183906e+006,2.437312230879e+023,2.114986650059e+017,1.028973049727e-003,4.189754797369e-004
5.575877991408e+006,2.495793674459e+023,2.153609683314e+017,1.032798556554e-003,4.190070261494e-004
5.603827196149e+006,2.555645031862e+023,2.192918226356e+017,1.036624777114e-003,4.190384611018e-004
5.631916496862e+006,2.616897816904e+023,2.232924192621e+017,1.040451709824e-003,4.190697847531e-004
5.660146595781e+006,2.679584258152e+023,2.273639699252e+017,1.044279353099e-003,4.191009972619e-004
5.688518198660e+006,2.743737314951e+023,2.315077070545e+017,1.048107705360e-003,4.191320987867e-004
5.717032014790e+006,2.809390693808e+023,2.357248841437e+017,1.051936765029e-003,4.191630894857e-004
5.745688757018e+006,2.876578865141e+023,2.400167761068e+017,1.055766530528e-003,4.191939695170e-004
5.774489141764e+006,2.945337080395e+023,2.443846796388e+017,1.059597000284e-003,4.192247390383e-004
5.803433889039e+006,3.015701389541e+023,2.488299135838e+017,1.063428172725e-003,4.192553982071e-004
5.832523722464e+006,3.087708658967e+023,2.533538193078e+017,1.067260046282e-003,4.192859471807e-004
5.861759369286e+006,3.161396589760e+023,2.579577610791e+017,1.071092619387e-003,4.193163861163e-004
5.891141560397e+006,3.236803736397e+023,2.626431264542e+017,1.074925890475e-003,4.193467151706e-004
5.920671030355e+006,3.313969525850e+023,2.674113266701e+017,1.078759857984e-003,4.193769345004e-004
5.950348517396e+006,3.392934277115e+023,2.722637970440e+017,1.082594520352e-003,4.194070442619e-004
5.980174763460e+006,3.473739221175e+023,2.772019973785e+017,1.086429876021e-003,4.194370446114e-004
6.010150514205e+006,3.556426521401e+023,2.822274123744e+017,1.090265923435e-003,4.194669357047e-004
6.040276519025e+006,3.641039294417e+023,2.873415520501e+017,1.094102661040e-003,4.194967176976e-004
6.070553531073e+006,3.727621631410e+023,2.925459521679e+017,1.097940087283e-003,4.195263907455e-004
6.100982307276e+006,3.816218619930e+023,2.978421746679e+017,1.101778200615e-003,4.195559550038e-004
6.131563608354e+006,3.906876366162e+023,3.032318081081e+017,1.105616999488e-003,4.195854106274e-004
